new_catalysts,best_predicted_activity,true_activity,Al/M,T,P,t,metal
CC1=[N+](c2ccccc2)[Ni-3]2([Cl])([Cl])[N+](c3c(C(C)C)cccc3C(C)C)=C(C)c3cccc1[n+]32,0.7738497750209441,439.6414688,800,30,2,1,28
Cc1ccc2c(c1)C=[N+](c1ccccc1)[Zr-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1c1ccc(F)cc1)[O]2,0.7736225777252732,438.2636651,9400,50,8,1,40
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CC1)[O]CCC(Cc1ccccc1)=[N+]2c1ccccc1,0.7735753257315573,437.9776554,9400,30,8,1,72
CC1=[N+](c2ccccc2)[Co-3]2([Cl])([Cl])[N+](c3cc(F)ccc3C)=C(C)c3cccc1[n+]32,0.7734033900483688,436.938527,1800,60,10,1,27
Cc1ccc2c(c1C)[O][Zr-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[N+](C)=C2,0.7733390369941054,436.5502306,9400,60,8,1,40
CC1=[N+](C)[Hf-2]2([Cl])([Cl])([O]c3ccccc31)[O]c1c(ccc(F)c1C)C=[N+]2c1ccccc1,0.7732655445957023,436.1072108,6200,60,8,1,72
CC1=[N+](c2ccccc2)[Zr-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2C)[O]c2ccc(C)cc21,0.7732621948068554,436.0870287,9400,50,8,1,40
CC1=[N+](c2ccccc2)[Zr-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2C)[O]c2ccc(F)cc21,0.7732440750653965,435.9778751,9400,60,8,1,40
Cc1ccccc1[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2C,0.7732314064285779,435.9015754,700,60,10,1,72
CC1=[N+](C)[Hf-2]2([Cl])([Cl])([O]c3ccc(C)cc3C=[N+]2C)[O]c2ccccc21,0.7732089908489682,435.7666051,9400,60,8,1,72
CCCCC1CC=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2c2ccccc2)[O]1,0.7731824925322255,435.6071055,9400,60,8,1,72
Cc1cc(C)c2c(c1)C=[N+](c1ccccc1)[Hf-2]1([Cl])([Cl])([O]2)[O]c2c(F)cccc2C=[N+]1C,0.7731158364922736,435.2061451,6200,60,8,1,72
Cc1ccc2c(c1)C=[N+](c1ccccc1)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1c1cccc(F)c1)[O]2,0.7730827267776824,435.0071153,6200,50,8,1,72
CCCC1=[N+](C)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2C)[O]c2ccccc21,0.7729475579915421,434.1955298,9400,60,8,1,72
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2C)[O]c2ccc(C)cc21,0.7726613231279567,432.4819024,9400,50,8,1,72
CC1=[N+](c2ccccc2C(C)C)[Co-3]2([Cl])([Cl])[N+](c3c(C)cccc3C(C)C)=C(C)c3cccc1[n+]32,0.7725689667313792,431.9304287,1000,60,6,1,27
Cc1ccc2c(c1)C=[N+](c1ccccc1C)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[O]2,0.7724784993042341,431.3909161,700,50,10,1,72
Cc1cccc2c1[O][Hf-2]1([Cl])([Cl])([O]c3c(C)ccc(F)c3C=[N+]1C)[N+](C)=C2,0.7724345443123363,431.1290289,700,70,8,1,72
Cc1ccc2c(c1)[O][Hf-2]1([Cl])([Cl])([O]c3cc(F)ccc3C=[N+]1C)[N+](C)=C2,0.7723966645947961,430.9034662,700,70,10,1,72
Cc1cc(C)c(C[N+]2=Cc3cc(C)cc(C)c3[O][Hf-2]23([Cl])([Cl])[O]c2c(C)cc(C)cc2C=[N+]3C)c(C)c1,0.7723220223309478,430.4593385,6200,30,8,1,72
Fc1cccc2c1C=[N+](c1ccccc1)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1c1ccccc1)[O]2,0.7723001072233374,430.3290288,6200,60,8,1,72
CCCCCCCC1=[N+](c2ccccc2)[Co-3]2([Cl])([Cl])[N+](c3ccccc3)=C(CC)c3cccc1[n+]32,0.7722830788961114,430.2278036,800,60,1,1,27
CC1CC=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]1)[O]C(C1CCCCCC1)CC=[N+]2c1ccccc1,0.7721950717910783,429.7050234,9400,60,8,1,72
Cc1cc(C)c2c(c1)C=[N+](C)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C(F)=[N+]1C)[O]2,0.7721722945841757,429.5698256,700,60,10,1,72
Fc1ccc2c(c1)[O][Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1c1ccccc1)[N+](c1ccccc1)=C2,0.7720944607015735,429.1081511,6200,60,8,1,72
CC(C)c1cc(C[N+]2=Cc3ccccc3[O][Hf-2]23([Cl])([Cl])[O]c2ccccc2C=[N+]3C)cc(C(C)C)c1,0.7720308209344159,428.7310382,1400,30,8,1,72
CC1=[N+](c2cccc(C)c2)[Zr-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2C)[O]c2ccccc21,0.7718767611054325,427.819491,9400,50,8,1,40
Cc1ccc2c(c1F)C=[N+](C)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[O]2,0.7718720541494705,427.7916712,700,70,8,1,72
CC1=[N+](C)[Hf-2]2([Cl])([Cl])([O]c3ccccc31)[O]c1cccc(C)c1C=[N+]2C,0.7718482999326944,427.651303,9400,60,8,1,72
Cc1cc(C)c(C[N+]2=Cc3ccccc3[O][Ti-2]23([Cl])([Cl])[O]c2cccc(C)c2C=[N+]3C)c(C)c1,0.7717284167753148,426.943593,1300,60,10,1,22
CC1=[N+](c2ccc(C(C)C)cc2)[Ni-3]2([Cl])([Cl])[N+](c3ccc(C(C)C)cc3)=C(CC(C)C)c3cccc1[n+]32,0.7715569919089802,425.9336495,800,30,6,1,28
CC1=[N+](c2ccccc2)[Co-3]2([Cl])([Cl])[N+](c3cccc(F)c3C)=C(C)c3cccc1[n+]32,0.7713343418656443,424.6254804,1600,60,10,1,27
CCCCC[N+]1=Cc2cc(C)ccc2[O][Zr-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2C,0.7712068247198284,423.8780701,9400,50,8,1,40
[H]C1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]c3c(C)cccc3C=[N+]2C)[O]c2c(C)cccc21,0.771035004573073,422.8730688,700,60,10,1,72
Cc1cccc2c1[O][Hf-2]1([Cl])([Cl])([O]c3c(ccc(F)c3C)C=[N+]1c1ccccc1)[N+](C)=C2,0.7709335626515968,422.2808392,6200,60,8,1,72
Cc1cccc2c1C=[N+](C)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[O]2,0.7706625593451937,420.702755,9400,60,8,1,72
CCCC1CC=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2c2ccccc2)[O]1,0.770615248335172,420.4278627,9400,60,8,1,72
CC(C)c1ccc([N+]2=CCC[O][Hf-2]23([Cl])([Cl])[O]c2ccccc2C=[N+]3c2ccccc2)cc1,0.770594437927991,420.3070044,9400,30,8,1,72
CCCC[N+]1=Cc2cc(C)ccc2[O][Zr-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2C,0.7705004701639667,419.7617106,9400,50,8,1,40
[Cl][Hf-2]12([Cl])([O]c3ccccc3C=[N+]1c1ccccc1)[O]c1ccccc1C=[N+]2c1ccc(C2CC2)cc1,0.7703751170161556,419.0353889,700,55,8,1,72
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]CC1C1CCCCCC1,0.7703154637148922,418.690187,800,40,8,1,72
CCC1=[N+](C)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2C)[O]c2ccccc21,0.7702405908032345,418.2573147,9400,60,8,1,72
CCC1=[N+](c2ccccc2)[Ni-3]2([Cl])([Cl])[N+](c3ccc4ccccc4c3)=C(CC)c3cc(C)cc1[n+]32,0.7701818061229189,417.9177689,6200,60,4,1,28
[H]c1cccc([N+]2=C(C)CC[O][Ti-2]23([Cl])([Cl])[O]CCC(C)=[N+]3c2ccccc2)c1,0.7701424611785028,417.6906629,1300,60,8,1,22
CC1=[N+](C)[Hf-2]2([Cl])([Cl])([O]c3ccccc31)[O]c1cccc(F)c1C=[N+]2C,0.7698930560002744,416.2539196,700,75,10,1,72
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CC1)[O]CCC(C)=[N+]2c1ccc(C)cc1,0.7698678510263882,416.1089971,1300,60,8,1,72
Cc1cc2c(cc1F)[O][Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[N+](C)=C2,0.7696868606492686,415.0698269,700,70,8,1,72
C[N+]1=Cc2cc(F)ccc2[O][Ti-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2c1ccccc1,0.7696787979151263,415.0235945,6200,60,8,1,22
CC1=[N+](C)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2C)[O]c2cccc(F)c21,0.7695833530581009,414.476697,700,75,10,1,72
Cc1ccc2c(c1F)[O][Hf-2]1([Cl])([Cl])([O]c3c(C)cccc3C=[N+]1c1ccccc1)[N+](C)=C2,0.7695810809011598,414.4636863,6200,60,8,1,72
CC1=[N+](C)[Hf-2]2([Cl])([Cl])([O]c3ccc(C)cc3C=[N+]2c2ccccc2)[O]c2ccccc21,0.769304780535086,412.8845987,700,50,8,1,72
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2c2ccccc2)[O]c2cccc(C)c21,0.7692505612341156,412.5754361,9400,55,8,1,72
CC1=[N+](C)[Hf-2]2([Cl])([Cl])([O]c3cc(F)ccc3C=[N+]2C)[O]c2ccccc21,0.769242298146076,412.5283397,700,75,10,1,72
Cc1ccc2c(c1)C=[N+](C)[Hf-2]1([Cl])([Cl])([O]2)[O]c2c(ccc(F)c2C)C=[N+]1c1ccccc1,0.7691865531167962,412.2107549,6200,60,8,1,72
CCC1=[N+](c2ccccc2)[Ni-3]2([Cl])([Cl])[N+](c3ccccc3C(C)C)=C(CC)c3cccc1[n+]32,0.7691616607171836,412.0690195,800,60,2,1,28
CCCCCC1=[N+](C)[Zr-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2C)[O]c2ccccc21,0.7691431911286026,411.9638866,9400,60,8,1,40
CCc1ccc([N+]2=C(C)CC[O][Hf-2]23([Cl])([Cl])[O]CCC(C)=[N+]3c2ccccc2)cc1,0.7691353723937434,411.9193887,9400,60,8,1,72
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CC1)[O]CCC(Cc1ccc(C)cc1)=[N+]2c1ccccc1,0.768983000584045,411.0531716,9400,30,10,1,72
Cc1ccc2c(c1)[O][Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[N+](c1ccccc1C)=C2,0.7688794162661022,410.4653464,700,50,10,1,72
Cc1cccc2c1[O][Hf-2]1([Cl])([Cl])([O]c3c(C)cccc3C=[N+]1c1cccc(F)c1)[N+](C)=C2,0.7688579110199116,410.3434128,6200,60,10,1,72
[H]c1ccc([N+]2=C(CC)c3cccc4[n+]3[Ni-3]2([Cl])([Cl])[N+](c2ccccc2)=C4CC)c2ccccc12,0.7687173249199138,409.5471891,700,30,2,1,28
CC(C)C1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2c2ccccc2)[O]c2ccccc21,0.7686028558890573,408.9000233,9400,30,8,1,72
C[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2Cc1cc(F)c(F)c(F)c1,0.7685720029331984,408.7257671,6200,60,8,1,72
Cc1ccc2c(c1)C=[N+](c1ccccc1)[Ti-2]1([Cl])([Cl])([O]2)[O]c2ccc(F)cc2C=[N+]1C,0.7685441302529201,408.5684072,6200,60,8,1,22
CC1=[N+](C)[Hf-2]2([Cl])([Cl])([O]c3ccccc31)[O]c1c(ccc(C)c1C)C=[N+]2C,0.7685160508466088,408.4099415,9400,60,8,1,72
CCCC[N+]1=Cc2ccccc2[O][Zr-2]12([Cl])([Cl])[O]c1ccc(C)cc1C=[N+]2C,0.7684793404366163,408.2028595,9400,50,8,1,40
CC1=[N+](C)[Hf-2]2([Cl])([Cl])([O]c3cc(C)ccc3C=[N+]2c2ccccc2)[O]c2ccccc21,0.7678910331668506,404.898529,9400,50,8,1,72
[H]C[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1cccc(C)c1C=[N+]2c1ccccc1,0.7678665766570885,404.7617454,700,50,10,1,72
CC1=[N+](c2ccccc2)[Ni-3]2([Cl])([Cl])[N+](c3cc(C)ccc3F)=C(C)c3cccc1[n+]32,0.7678492225944489,404.6647132,700,70,10,1,28
CC1=[N+](C)[Zr-2]2([Cl])([Cl])([O]c3ccccc31)[O]c1ccccc1C(C)=[N+]2C,0.7678226340558617,404.5160933,9400,60,10,1,40
C[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2Cc1ccc(F)c(F)c1F,0.7676712236794786,403.6708063,6200,60,8,1,72
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CC1)[O]CCC(c1c(C)c(C)c(C)c(C)c1C)=[N+]2c1ccccc1,0.7676675940638267,403.6505647,1300,30,8,1,72
Cc1ccc(C)c2c1C=[N+](C)[Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[O]2,0.767659417239314,403.6049681,9400,60,8,1,72
CC1=[N+](c2ccccc2)[Ti-2]2([Cl])([Cl])([O]CC1)[O]CC(c1c(F)c(F)c(F)c(F)c1F)C(C)=[N+]2c1ccccc1,0.7674866850927269,402.6429604,1000,30,8,1,22
Cc1cccc([N+]2=Cc3cc(C)ccc3[O][Hf-2]23([Cl])([Cl])[O]c2ccccc2C=[N+]3C)c1,0.7674586893630209,402.4872582,9400,50,10,1,72
CC1(C2CCCCCC2)CC=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]1,0.7674166095343361,402.2533385,800,60,8,1,72
CCC1=[N+](c2ccccc2)[Ni-3]2([Cl])([Cl])[N+](c3ccccc3)=C(CC)c3c(F)ccc1[n+]32,0.7673964663223476,402.1414115,700,70,10,1,28
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CC1)[O]c1ccccc1C(C)=[N+]2c1ccccc1,0.7673752592283816,402.0236066,9400,60,10,1,72
CC[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C(C)=[N+]2c1ccccc1,0.7673407694680524,401.8320905,9400,50,10,1,72
C[N+]1=Cc2ccccc2[O][Zr-2]12([Cl])([Cl])[O]c1ccc(F)cc1C=[N+]2C,0.7673111840117393,401.66788,9400,60,8,1,40
CC1CC=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]1)[O]C(C)(C1CCCC1)CC=[N+]2c1ccccc1,0.7672254481841639,401.1923924,9400,60,8,1,72
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CC1)[O]CCC(C)=[N+]2c1ccc(C2CCCCC2)cc1,0.7672024072174072,401.064704,9400,60,8,1,72
CC1CC=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]1)[O]C(C)CC=[N+]2c1ccccc1C(C)C,0.7669971929415028,399.9292398,9400,60,8,1,72
CC1=[N+](c2ccccc2)[Co-3]2([Cl])([Cl])[N+](c3cccc(C)c3)=C(C)c3cc(F)cc1[n+]32,0.7669857880433181,399.8662301,1600,60,10,1,27
Cc1cc(C)c2c(c1)C=[N+](C)[Zr-2]1([Cl])([Cl])([O]2)[O]c2c(C)cc(C)c(F)c2C=[N+]1C,0.7669476244402028,399.6554564,9400,60,10,1,40
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CC1)[O]CCC(C)=[N+]2c1ccc(C2CC2)cc1,0.7669245946697203,399.528319,9400,60,8,1,72
CC1=[N+](c2ccccc2)[Ni-3]2([Cl])([Cl])[N+](c3ccc(F)cc3C)=C(C)c3cccc1[n+]32,0.7668288547498251,399.0002139,700,70,10,1,28
[H]c1ccc([N+]2=Cc3ccccc3[O][Hf-2]23([Cl])([Cl])[O]c2ccccc2C=[N+]3C)cc1,0.7667058335818361,398.322649,9400,60,10,1,72
Cc1cc(C)c2c(c1)C=[N+](C)[Zr-2]1([Cl])([Cl])([O]2)[O]c2c(C)cc(C)cc2C(F)=[N+]1C,0.7666779215887114,398.169078,700,70,10,1,40
Cc1cc2c(cc1F)[O][Hf-2]1([Cl])([Cl])([O]c3c(C)cccc3C=[N+]1c1ccccc1)[N+](C)=C2,0.7665227059202061,397.3161656,6200,60,8,1,72
CC1=[N+](C)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2Cc2ccccc2F)[O]c2ccccc21,0.7664240023174032,396.7747383,6200,60,8,1,72
CC1=[N+](c2ccccc2)[Zr-2]2([Cl])([Cl])([O]CC1)[O]CCC(C)=[N+]2c1cccc(F)c1,0.76640382172566,396.6641309,9400,60,8,1,40
Cc1ccccc1[N+]1=Cc2c(C)cccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2C,0.7663868593820481,396.5711862,700,50,10,1,72
Cc1ccc([N+]2=Cc3c(C)cccc3[O][Hf-2]23([Cl])([Cl])[O]c2ccccc2C=[N+]3C)cc1,0.7663477700774772,396.3570802,9400,50,10,1,72
CC1=[N+](c2ccccc2)[Ni-3]2([Cl])([Cl])[N+](c3ccc(C(C)C)cc3)=C(C)c3cc(C(C)C)cc1[n+]32,0.7662057499438876,395.5801581,800,30,2,1,28
CC1=[N+](c2ccccc2)[Zr-2]2([Cl])([Cl])([O]CC1)[O]CCC(C)=[N+]2c1ccc(F)cc1,0.7661907864607611,395.498389,9400,60,8,1,40
Cc1cc(C)c2c(c1)[O][Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[N+](c1ccccc1)=C2,0.7661893192524838,395.4903722,1300,50,8,1,72
CCC1=[N+](c2ccccc2)[Ti-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]CC1,0.7661377384376284,395.2086401,1300,60,8,1,22
[H]c1cccc2c1C=[N+](C)[Hf-2]1([Cl])([Cl])([O]2)[O]c2c(C)cccc2C=[N+]1C,0.7660907977478031,394.9524266,9400,60,8,1,72
CC1=[N+](c2ccccc2)[Zr-2]2([Cl])([Cl])([O]CC1)[O]CCC(F)=[N+]2c1ccccc1,0.7660893732467766,394.9446539,9400,60,10,1,40
C[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccc(CF)cc1C=[N+]2C,0.7660793162031173,394.8897829,700,70,8,1,72
CC1=[N+](C)[Hf-2]2([Cl])([Cl])([O]c3ccccc31)[O]c1c(C)ccc(C)c1C=[N+]2C,0.7658522036500187,393.6526885,9400,60,8,1,72
CC1=[N+](c2ccccc2C(C)C)[Hf-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]CC1,0.765824936609328,393.5044243,9400,60,8,1,72
CC1C[O][Hf-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[N+](c2ccccc2)=C1c1ccccc1F,0.7658035885258309,393.3883833,6200,60,8,1,72
Cc1cccc([N+]2=Cc3ccccc3[O][Hf-2]23([Cl])([Cl])[O]c2ccccc2C=[N+]3c2ccccc2)c1,0.7657331899085089,393.0059626,9400,50,8,1,72
CC1=[N+](c2ccccc2C(C)C)[Co-3]2([Cl])([Cl])[N+](c3ccccc3C(C)C)=C(C)c3cc(C)cc1[n+]32,0.7652917441914984,390.6163928,1000,60,6,1,27
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2C)[O]c2cccc(C)c21,0.7652724294981853,390.5121737,700,50,10,1,72
[H]c1cccc2cc([N+]3=C(CC)c4cccc5[n+]4[Ni-3]3([Cl])([Cl])[N+](c3ccccc3)=C5CC)ccc12,0.7651289790671039,389.7390071,700,60,2,1,28
CCC1=[N+](c2ccccc2)[Fe-3]2([Cl])([Cl])[N+](c3ccccc3)=C(CC)c3cc(C)cc1[n+]32,0.7649783353484976,388.928718,1000,60,2,1,26
Cc1ccc2c(c1)[O][Hf-2]1([Cl])([Cl])([O]c3cccc(C)c3C=[N+]1C)[N+](c1ccccc1)=C2,0.7649522488684211,388.7885741,9400,50,8,1,72
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2C(C)C)[O]CC1,0.7648731112389876,388.3637335,9400,60,8,1,72
CC1=[N+](Cc2cccc(F)c2F)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2C)[O]c2ccccc21,0.7647933014532315,387.9357546,6200,60,8,1,72
Cc1ccc2c(c1)C=[N+](c1ccc(F)cc1)[Zr-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1c1ccccc1)[O]2,0.7647757600542133,387.8417523,9400,50,8,1,40
Cc1ccc2c(c1)C=[N+](C)[Hf-2]1([Cl])([Cl])([O]2)[O]c2cccc(C)c2C=[N+]1C,0.7646699776458202,387.2753596,9400,60,8,1,72
CCc1cc2c(cc1C)[O][Zr-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[N+](C)=C2,0.7645435868082361,386.5997073,9400,60,8,1,40
Cc1cc(C)c2c(c1)C=[N+](C)[Zr-2]1([Cl])([Cl])([O]2)[O]c2c(cc(C)c(F)c2C)C=[N+]1C,0.7645426481869936,386.5946941,9400,60,10,1,40
[H]c1cccc2c1C=[N+](C)[Hf-2]1([Cl])([Cl])([O]c3ccc(C)cc3C=[N+]1C)[O]2,0.7644300506887994,385.993778,9400,50,10,1,72
CC1=[N+](c2cccc(C)c2)[Co-3]2([Cl])([Cl])[N+](c3ccccc3F)=C(C)c3cccc1[n+]32,0.7644033959609299,385.8516625,1800,75,10,1,27
CC1=[N+](c2ccccc2)[Zr-2]2([Cl])([Cl])([O]CC1)[O]CCC(C)=[N+]2c1ccccc1F,0.7643762815779119,385.7071499,9400,60,8,1,40
CC1CC=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]1)[O]C(C)CC=[N+]2c1ccc(C(C)C)cc1,0.7643667499818384,385.6563618,9400,60,8,1,72
CCCCC1C=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]C1,0.764214895965946,384.8481257,9400,60,8,1,72
CC1=[N+](C)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2C)[O]c2ccc(C)cc21,0.7641717135464511,384.6185987,9400,60,8,1,72
CC1=[N+](c2ccccc2)[Ni-3]2([Cl])([Cl])[N+](c3ccc(C(C)(C)c4ccc(C(C)(C)C)cc4)cc3)=C(C)c3cccc1[n+]32,0.7641638215751849,384.5766654,800,60,4,1,28
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]c3ccccc31)[O]c1cccc(C)c1C=[N+]2C,0.7641335443975099,384.4158327,700,50,10,1,72
CC1=[N+](c2ccc(F)cc2)[Zr-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2C)[O]c2ccccc21,0.7640836773059568,384.1510847,9400,60,10,1,40
CC1=[N+](c2ccccc2)[Ni-3]2([Cl])([Cl])[N+](c3ccccc3)=C(C(C)c3cccc(C(C)C)c3C(C)C)c3cccc1[n+]32,0.7640445852105057,383.9436695,300,60,4,1,28
CC1=[N+](C)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2C)[O]c2cccc(C)c21,0.7639258083081286,383.3141486,9400,60,8,1,72
Cc1ccc2c(c1)C=[N+](C)[Hf-2]1([Cl])([Cl])([O]2)[O]c2cccc(C)c2C=[N+]1c1ccccc1,0.7639240561704068,383.3048699,9400,50,8,1,72
[H]c1cccc2c1[O][Hf-2]1([Cl])([Cl])([O]c3ccc(C)cc3C=[N+]1c1ccccc1)[N+](c1ccccc1)=C2,0.7638716605340687,383.0275065,9400,50,8,1,72
Cc1ccccc1[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2c1ccccc1,0.7638465651415259,382.8947317,9400,50,8,1,72
CCC[N+]1=Cc2cc(C)ccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C=[N+]2C,0.7638257958388704,382.7848802,700,50,8,1,72
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2c2ccc(C)cc2)[O]c2ccccc21,0.7637976818502458,382.6362319,9400,55,8,1,72
CCC1=[N+](c2ccccc2)[Ni-3]2([Cl])([Cl])[N+](c3ccccc3)=C(CC)c3cc(F)cc1[n+]32,0.7637012119253106,382.1266012,1600,60,10,1,28
CC1=[N+](c2ccccc2C(C)C)[Co-3]2([Cl])([Cl])[N+](c3cccc(C)c3C(C)C)=C(C)c3cccc1[n+]32,0.7634945422517793,381.0370915,1000,60,6,1,27
Cc1cc(C)c2c(c1)[O][Hf-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[N+](C)=C2,0.7633092867295465,380.0631123,9400,60,8,1,72
CCCCCCC1=[N+](c2ccccc2)[Ti-2]2([Cl])([Cl])([O]CCC(C)=[N+]2c2ccccc2)[O]CC1,0.7631841433813822,379.4065815,1300,60,8,1,22
CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CC1)[O]CCC(c1ccc(C)cc1)=[N+]2c1ccccc1,0.7630303565061127,378.6013333,9400,30,8,1,72
CC1=[N+](c2ccc(C)cc2)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2C)[O]c2ccccc21,0.7628689198823355,377.7578686,9400,50,10,1,72
CC1=[N+](c2ccc(C)cc2)[Fe-3]2([Cl])([Cl])[N+](c3ccc(C)cc3)=C(C)c3cccc1[n+]32,0.7628068642877653,377.4341443,1300,60,10,1,26
CCCCc1ccc([N+]2=C(C)CC[O][Hf-2]23([Cl])([Cl])[O]CCC(C)=[N+]3c2ccccc2)cc1,0.762766693912043,377.2247362,9400,30,8,1,72
CC1=[N+](Cc2cccc(C)c2C)[Hf-2]2([Cl])([Cl])([O]c3ccccc3C=[N+]2C)[O]c2ccccc21,0.7627482966619851,377.1288701,9400,50,10,1,72
Cc1cc(C)c2c(c1)C(F)=[N+](C)[Zr-2]1([Cl])([Cl])([O]c3ccccc3C=[N+]1C)[O]2,0.7625891306929165,376.3004903,700,60,10,1,40
C[N+]1=Cc2ccccc2[O][Hf-2]12([Cl])([Cl])[O]c1ccccc1C(c1ccccc1C(C)(C)C)=[N+]2C,0.7625859950245929,376.284189,9400,60,8,1,72
[H]c1ccc2c(c1)[O][Hf-2]1([Cl])([Cl])([O]c3ccc(C)cc3C=[N+]1c1ccccc1)[N+](C)=C2,0.7624783484314058,375.7249978,9400,50,10,1,72
CC(C)CC1=[N+](c2ccccc2)[Hf-2]2([Cl])([Cl])([O]CCC=[N+]2c2ccccc2)[O]CC1,0.7622159418097522,374.365355,9400,30,8,1,72
Cc1ccc2c(c1)C=[N+](c1ccccc1)[Hf-2]1([Cl])([Cl])([O]2)[O]c2c(C)cccc2C=[N+]1C,0.7621322579404317,373.932788,9400,50,8,1,72
[H]c1ccc2c(c1C)[O][Hf-2]1([Cl])([Cl])([O]c3ccccc3C(C)=[N+]1C)[N+](c1ccccc1)=C2,0.7621167711380311,373.8527907,9400,50,8,1,72
